Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties;;;
"Primary Hyperparathyroidism.,""/pubmed/30592590"",""Choy KW."",""N Engl J Med. 2018 Dec 20";"379(25):e43. doi: 10.1056/NEJMc1813648. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:30592590"",""pubmed"",""30592590"",""create date:2018/12/29 | first author:Choy KW"",";;
"Friction in the Path to Use of Biosimilar Drugs.,""/pubmed/29490182"",""Frank RG."",""N Engl J Med. 2018 Mar 1";"378(9):791-793. doi: 10.1056/NEJMp1714908. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29490182"",""pubmed"",""29490182"",""create date:2018/03/01 | first author:Frank RG"",";;
"Antibody-Mediated Encephalitis.,""/pubmed/29490181"",""Dalmau J, Graus F."",""N Engl J Med. 2018 Mar 1";"378(9):840-851. doi: 10.1056/NEJMra1708712. Review. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29490181"",""pubmed"",""29490181"",""create date:2018/03/01 | first author:Dalmau J"",";;
"Breast-Cancer Recurrence after Stopping Endocrine Therapy.,""/pubmed/29490180"",""Pan H, Gray R, Hayes DF";" Early Breast Cancer Trialists’ Collaborative Group.."",""N Engl J Med. 2018 Mar 1";"378(9):870-871. doi: 10.1056/NEJMc1715968. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29490180"",""pubmed"",""29490180"",""create date:2018/03/01 | first author:Pan H"",";
"Case 37-2017: A Man with Unintentional Opioid Overdose.,""/pubmed/29490179"",""Wakeman SE, Raja AS."",""N Engl J Med. 2018 Mar 1";"378(9):873. doi: 10.1056/NEJMc1800046. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29490179"",""pubmed"",""29490179"",""create date:2018/03/01 | first author:Wakeman SE"",";;
"Out of the Straitjacket.,""/pubmed/29490178"",""Weinstein MS."",""N Engl J Med. 2018 Mar 1";"378(9):793-795. doi: 10.1056/NEJMp1715418. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29490178"",""pubmed"",""29490178"",""create date:2018/03/01 | first author:Weinstein MS"",";;
"Treating Onchocerciasis in Regions in Which Loa loa Is Endemic.,""/pubmed/29490177"",""Pion SD, Boussinesq M, Kamgno J."",""N Engl J Med. 2018 Mar 1";"378(9):871-872. doi: 10.1056/NEJMc1716788. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29490177"",""pubmed"",""29490177"",""create date:2018/03/01 | first author:Pion SD"",";;
"Swell Findings in Hydrogels.,""/pubmed/29490176"",""Menciassi A."",""N Engl J Med. 2018 Mar 1";"378(9):864-865. doi: 10.1056/NEJMcibr1712116. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29490176"",""pubmed"",""29490176"",""create date:2018/03/01 | first author:Menciassi A"",";;
"Brentuximab Vedotin with Chemotherapy for Stage III or IV Hodgkin's Lymphoma.,""/pubmed/29490175"",""[No authors listed]"",""N Engl J Med. 2018 Mar 1";"378(9):878. doi: 10.1056/NEJMx180007. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29490175"",""pubmed"",""29490175"",""create date:2018/03/01"",";;
"An Unexpected Expectoration.,""/pubmed/29490174"",""Casey JD, Englert JA, Katz JT, Miller AL, Loscalzo J."",""N Engl J Med. 2018 Mar 1";"378(9):853-858. doi: 10.1056/NEJMcps1711048. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29490174"",""pubmed"",""29490174"",""create date:2018/03/01 | first author:Casey JD"",";;
"Reduction in Firearm Injuries during NRA Annual Conventions.,""/pubmed/29490173"",""Jena AB, Olenski AR."",""N Engl J Med. 2018 Mar 1";"378(9):866-867. doi: 10.1056/NEJMc1712773. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29490173"",""pubmed"",""29490173"",""create date:2018/03/01 | first author:Jena AB"",";;
"Rhinofacial Entomophthoromycosis.,""/pubmed/29490172"",""Cao C, Khader JA."",""N Engl J Med. 2018 Mar 1";"378(9):e13. doi: 10.1056/NEJMicm1709956. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29490172"",""pubmed"",""29490172"",""create date:2018/03/01 | first author:Cao C"",";;
"Correcting the Record on a Fracture Risk Assessment Tool.,""/pubmed/29490171"",""Gollogly L, Norris S, Ford N."",""N Engl J Med. 2018 Mar 1";"378(9):867-868. doi: 10.1056/NEJMc1715766. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29490171"",""pubmed"",""29490171"",""create date:2018/03/01 | first author:Gollogly L"",";;
"Durvalumab in Stage III Non-Small-Cell Lung Cancer.,""/pubmed/29490170"",""Antonia SJ, Özgüroğlu M."",""N Engl J Med. 2018 Mar 1";"378(9):869-870. doi: 10.1056/NEJMc1716426. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29490170"",""pubmed"",""29490170"",""create date:2018/03/01 | first author:Antonia SJ"",";;
"Will MACRA Improve Physician Reimbursement?,""/pubmed/29489443"",""Wilensky GR."",""N Engl J Med. 2018 Apr 5";"378(14):1269-1271. doi: 10.1056/NEJMp1801673. Epub 2018 Feb 28. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29489443"",""pubmed"",""29489443"",""create date:2018/03/01 | first author:Wilensky GR"",";;
"Case 31-2017: A 19-Month-Old Girl with Failure to Thrive.,""/pubmed/29489303"",""Huh SY, Duggan CP."",""N Engl J Med. 2018 Feb 15";"378(7):685-6. doi: 10.1056/NEJMc1714806. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29489303"",""pubmed"",""29489303"",""create date:2018/03/01 | first author:Huh SY"",";;
"Case 31-2017: A 19-Month-Old Girl with Failure to Thrive.,""/pubmed/29489302"",""Malozowski S."",""N Engl J Med. 2018 Feb 15";"378(7):685. doi: 10.1056/NEJMc1714806. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29489302"",""pubmed"",""29489302"",""create date:2018/03/01 | first author:Malozowski S"",";;
"Patient-Centered Outcomes and Resuscitation Fluids.,""/pubmed/29485927"",""Myburgh J."",""N Engl J Med. 2018 Mar 1";"378(9):862-863. doi: 10.1056/NEJMe1800449. Epub 2018 Feb 27. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29485927"",""pubmed"",""29485927"",""create date:2018/02/28 | first author:Myburgh J"",";;
"Balanced Crystalloids versus Saline in Noncritically Ill Adults.,""/pubmed/29485926"",""Self WH, Semler MW, Wanderer JP, Wang L, Byrne DW, Collins SP, Slovis CM, Lindsell CJ, Ehrenfeld JM, Siew ED, Shaw AD, Bernard GR, Rice TW";" SALT-ED Investigators.."",""N Engl J Med. 2018 Mar 1";"378(9):819-828. doi: 10.1056/NEJMoa1711586. Epub 2018 Feb 27."",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29485926 | PMCID:PMC5846618"",""pubmed"",""29485926"",""create date:2018/02/28 | first author:Self WH"",";
"Balanced Crystalloids versus Saline in Critically Ill Adults.,""/pubmed/29485925"",""Semler MW, Self WH, Wanderer JP, Ehrenfeld JM, Wang L, Byrne DW, Stollings JL, Kumar AB, Hughes CG, Hernandez A, Guillamondegui OD, May AK, Weavind L, Casey JD, Siew ED, Shaw AD, Bernard GR, Rice TW";" SMART Investigators and the Pragmatic Critical Care Research Group.."",""N Engl J Med. 2018 Mar 1";"378(9):829-839. doi: 10.1056/NEJMoa1711584. Epub 2018 Feb 27."",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29485925 | PMCID:PMC5846085"",""pubmed"",""29485925"",""create date:2018/02/28 | first author:Semler MW"",";
"Nonalcoholic Steatohepatitis.,""/pubmed/29470013"",""Rahmoune H, Boutrid N, Bioud B."",""N Engl J Med. 2018 Feb 22";"378(8):780-1. doi: 10.1056/NEJMc1716786. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29470013"",""pubmed"",""29470013"",""create date:2018/02/23 | first author:Rahmoune H"",";;
"Nonalcoholic Steatohepatitis.,""/pubmed/29470012"",""Sachak T, Yearsley M, Levin D."",""N Engl J Med. 2018 Feb 22";"378(8):780. doi: 10.1056/NEJMc1716786. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29470012"",""pubmed"",""29470012"",""create date:2018/02/23 | first author:Sachak T"",";;
"Nonalcoholic Steatohepatitis.,""/pubmed/29470011"",""Ashrafian H."",""N Engl J Med. 2018 Feb 22";"378(8):780. doi: 10.1056/NEJMc1716786. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29470011"",""pubmed"",""29470011"",""create date:2018/02/23 | first author:Ashrafian H"",";;
"Nonalcoholic Steatohepatitis.,""/pubmed/29470010"",""Yildiz H."",""N Engl J Med. 2018 Feb 22";"378(8):779-80. doi: 10.1056/NEJMc1716786. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29470010"",""pubmed"",""29470010"",""create date:2018/02/23 | first author:Yildiz H"",";;
"Prosthesis Type for Aortic- and Mitral-Valve Replacement.,""/pubmed/29469559"",""Chikwe J, Blackstone EH, Adams DH."",""N Engl J Med. 2018 Feb 22";"378(8):778. doi: 10.1056/NEJMc1716336. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29469559"",""pubmed"",""29469559"",""create date:2018/02/23 | first author:Chikwe J"",";;
"Prosthesis Type for Aortic- and Mitral-Valve Replacement.,""/pubmed/29469558"",""Bourguignon T, Espitalier F, Aupart M."",""N Engl J Med. 2018 Feb 22";"378(8):777-8. doi: 10.1056/NEJMc1716336. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29469558"",""pubmed"",""29469558"",""create date:2018/02/23 | first author:Bourguignon T"",";;
"Prosthesis Type for Aortic- and Mitral-Valve Replacement.,""/pubmed/29469557"",""Raza S, Kalra A, Sabik JF III."",""N Engl J Med. 2018 Feb 22";"378(8):777. doi: 10.1056/NEJMc1716336. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29469557"",""pubmed"",""29469557"",""create date:2018/02/23 | first author:Raza S"",";;
"Prosthesis Type for Aortic- and Mitral-Valve Replacement.,""/pubmed/29469556"",""McGregor CGA, Byrne GW."",""N Engl J Med. 2018 Feb 22";"378(8):776-7. doi: 10.1056/NEJMc1716336. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29469556"",""pubmed"",""29469556"",""create date:2018/02/23 | first author:McGregor CGA"",";;
"Tofacitinib for Psoriatic Arthritis.,""/pubmed/29469555"",""Aletaha D, Kerschbaumer A, Smolen JS."",""N Engl J Med. 2018 Feb 22";"378(8):775. doi: 10.1056/NEJMc1715189. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29469555"",""pubmed"",""29469555"",""create date:2018/02/23 | first author:Aletaha D"",";;
"Preventive Therapies for Chronic Migraine.,""/pubmed/29469553"",""Goadsby PJ, Picard H, Mikol DD."",""N Engl J Med. 2018 Feb 22";"378(8):774-5. doi: 10.1056/NEJMc1716990. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29469553"",""pubmed"",""29469553"",""create date:2018/02/23 | first author:Goadsby PJ"",";;
"Preventive Therapies for Chronic Migraine.,""/pubmed/29469552"",""Balfagón G, Blanco-Rivero J, Márquez-Rodas I."",""N Engl J Med. 2018 Feb 22";"378(8):773-4. doi: 10.1056/NEJMc1716990. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29469552"",""pubmed"",""29469552"",""create date:2018/02/23 | first author:Balfagón G"",";;
"Tofacitinib for Psoriatic Arthritis.,""/pubmed/29466165"",""Mease P, Gladman D."",""N Engl J Med. 2018 Feb 22";"378(8):775-776. doi: 10.1056/NEJMc1715189. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29466165"",""pubmed"",""29466165"",""create date:2018/02/22 | first author:Mease P"",";;
"Human Neonatal Rotavirus Vaccine (RV3-BB) to Target Rotavirus from Birth.,""/pubmed/29466164"",""Bines JE, At Thobari J, Satria CD, Handley A, Watts E, Cowley D, Nirwati H, Ackland J, Standish J, Justice F, Byars G, Lee KJ, Barnes GL, Bachtiar NS, Viska Icanervilia A, Boniface K, Bogdanovic-Sakran N, Pavlic D, Bishop RF, Kirkwood CD, Buttery JP, Soenarto Y."",""N Engl J Med. 2018 Feb 22";"378(8):719-730. doi: 10.1056/NEJMoa1706804."",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29466164 | PMCID:PMC5774175"",""pubmed"",""29466164"",""create date:2018/02/22 | first author:Bines JE"",";;
"Our Other Prescription Drug Problem.,""/pubmed/29466163"",""Lembke A, Papac J, Humphreys K."",""N Engl J Med. 2018 Feb 22";"378(8):693-695. doi: 10.1056/NEJMp1715050. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29466163"",""pubmed"",""29466163"",""create date:2018/02/22 | first author:Lembke A"",";;
"Preventive Therapies for Chronic Migraine.,""/pubmed/29466162"",""Silberstein SD, Yeung PP, Aycardi E."",""N Engl J Med. 2018 Feb 22";"378(8):774. doi: 10.1056/NEJMc1716990. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29466162"",""pubmed"",""29466162"",""create date:2018/02/22 | first author:Silberstein SD"",";;
"Placing a Lumbar Epidural Catheter.,""/pubmed/29466161"",""Kim A, Sendlewski G, Zador E, Kalsi M, Zador L, Kurup V."",""N Engl J Med. 2018 Feb 22";"378(8):e11. doi: 10.1056/NEJMvcm1500438. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29466161"",""pubmed"",""29466161"",""create date:2018/02/22 | first author:Kim A"",";;
"Influenza Season and ARDS after Cardiac Surgery.,""/pubmed/29466160"",""Groeneveld GH, van Paassen J, van Dissel JT, Arbous MS."",""N Engl J Med. 2018 Feb 22";"378(8):772-773. doi: 10.1056/NEJMc1712727. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29466160"",""pubmed"",""29466160"",""create date:2018/02/22 | first author:Groeneveld GH"",";;
"Aspirin or Rivaroxaban for VTE Prophylaxis after Hip or Knee Arthroplasty.,""/pubmed/29466159"",""Anderson DR, Dunbar M, Murnaghan J, Kahn SR, Gross P, Forsythe M, Pelet S, Fisher W, Belzile E, Dolan S, Crowther M, Bohm E, MacDonald SJ, Gofton W, Kim P, Zukor D, Pleasance S, Andreou P, Doucette S, Theriault C, Abianui A, Carrier M, et al."",""N Engl J Med. 2018 Feb 22";"378(8):699-707. doi: 10.1056/NEJMoa1712746."",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29466159"",""pubmed"",""29466159"",""create date:2018/02/22 | first author:Anderson DR"",";;
"The Psychology of Clinical Decision Making - Implications for Medication Use.,""/pubmed/29466158"",""Avorn J."",""N Engl J Med. 2018 Feb 22";"378(8):689-691. doi: 10.1056/NEJMp1714987. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29466158"",""pubmed"",""29466158"",""create date:2018/02/22 | first author:Avorn J"",";;
"Hematometrocolpos in a Teenager.,""/pubmed/29466157"",""Brito LGO, Suto HS."",""N Engl J Med. 2018 Feb 22";"378(8):e12. doi: 10.1056/NEJMicm1711730. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29466157"",""pubmed"",""29466157"",""create date:2018/02/22 | first author:Brito LGO"",";;
"Efficacy of Larotrectinib in TRK Fusion-Positive Cancers in Adults and Children.,""/pubmed/29466156"",""Drilon A, Laetsch TW, Kummar S, DuBois SG, Lassen UN, Demetri GD, Nathenson M, Doebele RC, Farago AF, Pappo AS, Turpin B, Dowlati A, Brose MS, Mascarenhas L, Federman N, Berlin J, El-Deiry WS, Baik C, Deeken J, Boni V, Nagasubramanian R, Taylor M, et al."",""N Engl J Med. 2018 Feb 22";"378(8):731-739. doi: 10.1056/NEJMoa1714448."",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29466156 | PMCID:PMC5857389"",""pubmed"",""29466156"",""create date:2018/02/22 | first author:Drilon A"",";;
"Two Pelvic Masses.,""/pubmed/29466155"",""Kondo T, Murayama A."",""N Engl J Med. 2018 Feb 22";"378(8):752. doi: 10.1056/NEJMicm1708836. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29466155"",""pubmed"",""29466155"",""create date:2018/02/22 | first author:Kondo T"",";;
"Developing Anticancer Drugs in Orphan Molecular Entities - A Paradigm under Construction.,""/pubmed/29466154"",""André F."",""N Engl J Med. 2018 Feb 22";"378(8):763-765. doi: 10.1056/NEJMe1716821. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29466154"",""pubmed"",""29466154"",""create date:2018/02/22 | first author:André F"",";;
"Prosthesis Type for Aortic- and Mitral-Valve Replacement.,""/pubmed/29466153"",""Goldstone AB, Chiu P, Woo YJ."",""N Engl J Med. 2018 Feb 22";"378(8):778-779. doi: 10.1056/NEJMc1716336. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29466153"",""pubmed"",""29466153"",""create date:2018/02/22 | first author:Goldstone AB"",";;
"Hybrid Strategy to Prevent Venous Thromboembolism after Joint Arthroplasty.,""/pubmed/29466152"",""Garcia D."",""N Engl J Med. 2018 Feb 22";"378(8):762-763. doi: 10.1056/NEJMe1716534. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29466152"",""pubmed"",""29466152"",""create date:2018/02/22 | first author:Garcia D"",";;
"Controlling the Swing of the Opioid Pendulum.,""/pubmed/29466151"",""Comerci G Jr, Katzman J, Duhigg D."",""N Engl J Med. 2018 Feb 22";"378(8):691-693. doi: 10.1056/NEJMp1713159. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29466151"",""pubmed"",""29466151"",""create date:2018/02/22 | first author:Comerci G Jr"",";;
"Nonalcoholic Steatohepatitis.,""/pubmed/29466150"",""Diehl AM, Day C."",""N Engl J Med. 2018 Feb 22";"378(8):781. doi: 10.1056/NEJMc1716786. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29466150"",""pubmed"",""29466150"",""create date:2018/02/22 | first author:Diehl AM"",";;
"Case 6-2018: A 35-Year-Old Woman with Headache, Subjective Fever, and Anemia.,""/pubmed/29466149"",""Knuesel SJ, Guseh JS 2nd, Karp Leaf R, Ciaranello AL, Eng GM."",""N Engl J Med. 2018 Feb 22";"378(8):753-760. doi: 10.1056/NEJMcpc1712223. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29466149"",""pubmed"",""29466149"",""create date:2018/02/22 | first author:Knuesel SJ"",";;
"Tranexamic Acid in Patients Undergoing Coronary-Artery Surgery.,""/pubmed/29466148"",""[No authors listed]"",""N Engl J Med. 2018 Feb 22";"378(8):782. doi: 10.1056/NEJMx180005. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29466148"",""pubmed"",""29466148"",""create date:2018/02/22"",";;
"A Framework for Ethical Payment to Research Participants.,""/pubmed/29466147"",""Gelinas L, Largent EA, Cohen IG, Kornetsky S, Bierer BE, Fernandez Lynch H."",""N Engl J Med. 2018 Feb 22";"378(8):766-771. doi: 10.1056/NEJMsb1710591. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29466147"",""pubmed"",""29466147"",""create date:2018/02/22 | first author:Gelinas L"",";;
"Pleural Disease.,""/pubmed/29466146"",""Feller-Kopman D, Light R."",""N Engl J Med. 2018 Feb 22";"378(8):740-751. doi: 10.1056/NEJMra1403503. Review. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29466146"",""pubmed"",""29466146"",""create date:2018/02/22 | first author:Feller-Kopman D"",";;
"Broken Hearts and Opened Eyes.,""/pubmed/29466100"",""Morris CA, Miller JB."",""N Engl J Med. 2018 Mar 22";"378(12):1078-1080. doi: 10.1056/NEJMp1802509. Epub 2018 Feb 21. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29466100"",""pubmed"",""29466100"",""create date:2018/02/22 | first author:Morris CA"",";;
"Diuretic Treatment in Heart Failure.,""/pubmed/29446297"",""Tuttolomondo A, Parrinello G, Pinto A."",""N Engl J Med. 2018 Feb 15";"378(7):683-4. doi: 10.1056/NEJMc1716477. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29446297"",""pubmed"",""29446297"",""create date:2018/02/16 | first author:Tuttolomondo A"",";;
"Diuretic Treatment in Heart Failure.,""/pubmed/29446296"",""Berczeller PH."",""N Engl J Med. 2018 Feb 15";"378(7):683. doi: 10.1056/NEJMc1716477. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29446296"",""pubmed"",""29446296"",""create date:2018/02/16 | first author:Berczeller PH"",";;
